Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Symbol,Company
2024-04-23 00:00:00+05:30,1479.0,1493.5,1455.550048828125,1459.324951171875,1448.603271484375,14605554,0.0,0.0,RELIANCE.NS,Reliance Industries
2024-04-24 00:00:00+05:30,1463.5,1468.550048828125,1449.5,1450.175048828125,1439.5205078125,10462776,0.0,0.0,RELIANCE.NS,Reliance Industries
2024-04-25 00:00:00+05:30,1442.5,1467.9749755859375,1441.5,1459.9749755859375,1449.2484130859375,15943926,0.0,0.0,RELIANCE.NS,Reliance Industries
2024-04-26 00:00:00+05:30,1463.949951171875,1465.0,1450.0,1452.550048828125,1441.8780517578125,9413848,0.0,0.0,RELIANCE.NS,Reliance Industries
2024-04-29 00:00:00+05:30,1450.0,1467.9000244140625,1450.0,1465.0250244140625,1454.2613525390625,7247974,0.0,0.0,RELIANCE.NS,Reliance Industries
2024-04-30 00:00:00+05:30,1468.0,1483.074951171875,1462.875,1467.0,1456.221923828125,11474262,0.0,0.0,RELIANCE.NS,Reliance Industries
2024-05-02 00:00:00+05:30,1472.0,1477.324951171875,1464.125,1466.550048828125,1455.775146484375,14512646,0.0,0.0,RELIANCE.NS,Reliance Industries
2024-05-03 00:00:00+05:30,1471.0,1474.949951171875,1416.1500244140625,1434.0,1423.46435546875,17226958,0.0,0.0,RELIANCE.NS,Reliance Industries
2024-05-06 00:00:00+05:30,1435.5,1440.0,1418.0,1419.5250244140625,1409.095703125,7394208,0.0,0.0,RELIANCE.NS,Reliance Industries
2024-05-07 00:00:00+05:30,1415.9749755859375,1420.75,1392.0,1401.4749755859375,1391.17822265625,14517472,0.0,0.0,RELIANCE.NS,Reliance Industries
2024-05-08 00:00:00+05:30,1397.5,1432.949951171875,1397.5,1418.550048828125,1408.1278076171875,9439002,0.0,0.0,RELIANCE.NS,Reliance Industries
2024-05-09 00:00:00+05:30,1413.0,1423.75,1390.0,1394.125,1383.8822021484375,11009612,0.0,0.0,RELIANCE.NS,Reliance Industries
2024-05-10 00:00:00+05:30,1396.75,1410.0,1388.074951171875,1407.425048828125,1397.0845947265625,10505096,0.0,0.0,RELIANCE.NS,Reliance Industries
2024-05-13 00:00:00+05:30,1399.9000244140625,1406.9749755859375,1384.0,1402.699951171875,1392.394287109375,8456620,0.0,0.0,RELIANCE.NS,Reliance Industries
2024-05-14 00:00:00+05:30,1400.9749755859375,1427.074951171875,1400.0250244140625,1420.074951171875,1409.6416015625,7188300,0.0,0.0,RELIANCE.NS,Reliance Industries
2024-05-15 00:00:00+05:30,1420.5,1429.9749755859375,1413.0250244140625,1416.2750244140625,1405.86962890625,5046534,0.0,0.0,RELIANCE.NS,Reliance Industries
2024-05-16 00:00:00+05:30,1418.550048828125,1427.5,1398.0250244140625,1425.3499755859375,1414.8778076171875,14711774,0.0,0.0,RELIANCE.NS,Reliance Industries
2024-05-17 00:00:00+05:30,1423.050048828125,1437.199951171875,1413.25,1435.699951171875,1425.15185546875,10916476,0.0,0.0,RELIANCE.NS,Reliance Industries
2024-05-21 00:00:00+05:30,1425.5999755859375,1441.824951171875,1425.5999755859375,1436.125,1425.57373046875,11176128,0.0,0.0,RELIANCE.NS,Reliance Industries
2024-05-22 00:00:00+05:30,1436.2750244140625,1468.7750244140625,1436.2750244140625,1460.6500244140625,1449.91845703125,10281604,0.0,0.0,RELIANCE.NS,Reliance Industries
2024-05-23 00:00:00+05:30,1458.550048828125,1492.2249755859375,1455.0,1486.050048828125,1475.1319580078125,14608260,0.0,0.0,RELIANCE.NS,Reliance Industries
2024-05-24 00:00:00+05:30,1483.625,1488.5,1476.0999755859375,1480.25,1469.37451171875,7094776,0.0,0.0,RELIANCE.NS,Reliance Industries
2024-05-27 00:00:00+05:30,1480.2249755859375,1484.9000244140625,1461.550048828125,1466.25,1455.4774169921875,6629010,0.0,0.0,RELIANCE.NS,Reliance Industries
2024-05-28 00:00:00+05:30,1468.0,1478.5,1452.75,1456.199951171875,1445.501220703125,7820162,0.0,0.0,RELIANCE.NS,Reliance Industries
2024-05-29 00:00:00+05:30,1446.5,1458.0,1438.449951171875,1440.7750244140625,1430.1895751953125,7383556,0.0,0.0,RELIANCE.NS,Reliance Industries
2024-05-30 00:00:00+05:30,1435.5,1440.4000244140625,1420.0999755859375,1424.8499755859375,1414.3814697265625,13206858,0.0,0.0,RELIANCE.NS,Reliance Industries
2024-05-31 00:00:00+05:30,1431.300048828125,1442.25,1422.25,1430.4000244140625,1419.8907470703125,31069832,0.0,0.0,RELIANCE.NS,Reliance Industries
2024-06-03 00:00:00+05:30,1483.0,1514.5,1459.0,1510.324951171875,1499.228515625,21527942,0.0,0.0,RELIANCE.NS,Reliance Industries
2024-06-04 00:00:00+05:30,1498.050048828125,1498.050048828125,1359.300048828125,1397.2750244140625,1387.0091552734375,36709098,0.0,0.0,RELIANCE.NS,Reliance Industries
2024-06-05 00:00:00+05:30,1422.0,1431.1500244140625,1384.0999755859375,1420.75,1410.3116455078125,17464890,0.0,0.0,RELIANCE.NS,Reliance Industries
2024-06-06 00:00:00+05:30,1435.0,1443.699951171875,1421.3499755859375,1431.5999755859375,1421.0819091796875,17855722,0.0,0.0,RELIANCE.NS,Reliance Industries
2024-06-07 00:00:00+05:30,1428.5,1472.0,1426.5,1469.949951171875,1459.1500244140625,18558696,0.0,0.0,RELIANCE.NS,Reliance Industries
2024-06-10 00:00:00+05:30,1469.949951171875,1493.3499755859375,1468.074951171875,1471.4000244140625,1460.5894775390625,9251760,0.0,0.0,RELIANCE.NS,Reliance Industries
2024-06-11 00:00:00+05:30,1469.0,1473.675048828125,1454.675048828125,1456.675048828125,1445.9727783203125,11774902,0.0,0.0,RELIANCE.NS,Reliance Industries
2024-06-12 00:00:00+05:30,1457.5,1476.0,1455.175048828125,1463.324951171875,1452.57373046875,10081742,0.0,0.0,RELIANCE.NS,Reliance Industries
2024-06-13 00:00:00+05:30,1472.0,1472.25,1460.0999755859375,1465.25,1454.4847412109375,9181160,0.0,0.0,RELIANCE.NS,Reliance Industries
